"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"Belarus","Ecuador","Original","2016","2018","In Force","0.47","0.34","0.58","0.5","0.5","9","YES","6","YES","YES","NO","YES","YES","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","LOB-PPT"
"Belarus","India","Amended by protocol","2015","2015","In Force","0.67","0.66","0.72","0.63","0.71","6","YES","NO","YES","NO","YES","YES","YES","YES","NO","NO","10","25","15","10","10","15","15","15","15","YES","YES","YES","NO","YES","NO","YES","NA"
"Belarus","Pakistan","Amended by protocol","2016","2017","In Force","0.44","0.48","0.22","0.63","0.41","6","YES","NO","YES","YES","NO","NO","NO","NO","YES","YES","11","25","15","10","10","15","15","15","0","NO","NO","YES","YES","YES","NO","NO","NA"
"Belgium","DR Congo","Original","2007","2012","In Force","0.27","0.34","0.09","0.38","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","10","25","15","10","0","10","10","10","0","YES","NO","NO","NO","YES","NO","YES","NA"
"Belgium","Ghana","Original","2005","2009","In Force","0.31","0.46","0.22","0.25","0.29","6","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","10","15","10","10","10","10","0","10","NO","NO","YES","NO","NO","NO","YES","NA"
"Belgium","Mongolia","Original","1995","2001","In Force","0.23","0.23","0.22","0.25","0.24","6","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","10","15","10","0","5","5","0","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Belgium","Nigeria","Original","1989","1995","In Force","0.49","0.48","0.36","0.63","0.47","3","YES","NO","YES","YES","YES","NO","NO","YES","YES","YES","12.5","10","15","12.5","12.5","12.5","12.5","12.5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Belgium","Rwanda","Original","2007","2011","In Force","0.4","0.47","0.47","0.25","0.41","6","YES","3","YES","YES","NO","YES","NO","NO","NO","NO","0","25","15","10","10","10","10","10","10","YES","NO","NO","NO","YES","NO","YES","NA"
"Belgium","Sri Lanka","Original","1983","1984","In Force","0.55","0.44","0.84","0.38","0.59","6","YES","6","NO","NO","YES","NO","YES","NO","YES","YES","15","","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belgium","Kosovo","Pre-independence","1980","1984","In Force","0.22","0.47","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belgium","Kyrgyzstan","Pre-independence","1987","1990","In Force","0.09","0.28","0","0","0","24","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","0","0","0","0","0","NO","NO","NO","","NO","NO","NO","NA"
"Belgium","Moldova","Pre-independence","1987","1990","In Force","0.09","0.28","0","0","0","24","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","0","0","0","0","0","NO","NO","NO","","NO","NO","NO","NA"
"Belgium","Tajikistan","Pre-independence","1987","1990","In Force","0.09","0.28","0","0","0","24","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","0","0","0","0","0","NO","NO","NO","","NO","NO","NO","NA"
"Belgium","Turkmenistan","Pre-independence","1987","1990","In Force","0.09","0.28","0","0","0","24","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","0","0","0","0","0","NO","NO","NO","NO","NO","NO","NO","NA"
"Belgium","Gabon","Original","1993","2005","In Force","0.38","0.54","0.47","0.13","0.29","6","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","18","","18","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Belgium","Venezuela","Original","1993","1999","In Force","0.25","0.31","0.06","0.38","0.18","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","YES","OTHER"
"Belgium","Ecuador","Original","1996","2005","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Belgium","Indonesia","Original","1997","2001","In Force","0.58","0.41","0.84","0.5","0.65","6","YES","3","NO","NO","YES","NO","YES","YES","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Belgium","Morocco","Original","2006","2010","In Force","0.61","0.48","0.72","0.63","0.71","6","YES","2.5","YES","YES","YES","YES","YES","NO","YES","NO","6.5","25","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","YES","NA"
"Belgium","North Macedonia","Original","2010","2018","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","10","10","10","10","0","NO","NO","NO","NO","YES","NO","NO","OTHER"
"Belgium","Philippines","Amended by protocol","1996","2000","In Force","0.73","0.47","0.97","0.75","0.82","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","10","10","15","10","10","15","15","15","0","NO","YES","YES","NO","YES","NO","YES","NA"
"Belgium","Uzbekistan","Amended by protocol","1998","1997","In Force","0.21","0.31","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","YES","NO","NO","5","10","15","10","10","5","5","5","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Belgium","Brazil","Amended by protocol","2002","2008","In Force","0.25","0.53","0.09","0.13","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","10","15","10","10","10","10","10","10","NO","NO","YES","NO","NO","NO","NO","NA"
"Belgium","Bosnia and Herzegovina","Amended by MLI","2019","2021","In Force","0.26","0.47","0.19","0.13","0.12","12","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","10","25","15","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Belgium","China","Amended by MLI","2017","2023","In Force","0.41","0.31","0.44","0.5","0.41","12","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","5","25","10","10","10","7","7","7","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"Belgium","Egypt","Amended by MLI","2017","2021","In Force","0.72","0.56","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","15","","15","15","15","15","15","15","0","NO","YES","YES","YES","YES","NO","NO","PPT"
"Belgium","Georgia","Amended by MLI","2017","2020","In Force","0.26","0.31","0.2","0.25","0.21","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","0","10","10","10","0","NO","NO","YES","NO","YES","NO","YES","PPT"
"Belgium","India","Amended by MLI","2017","2020","In Force","0.77","0.84","0.72","0.75","0.76","6","YES","NO","NO","NO","YES","NO","YES","YES","YES","NO","15","","15","15","10","20","20","20","20","YES","YES","YES","NO","YES","NO","YES","PPT"
"Belgium","Ivory Coast","Amended by MLI","2018","2024","In Force","0.49","0.51","0.84","0.13","0.47","6","YES","NO","NO","NO","YES","YES","YES","NO","NO","NO","15","","15","16","16","10","10","10","0","NO","NO","YES","NO","NO","NO","YES","PPT"
"Belgium","Mauritius","Amended by MLI","2017","2021","In Force","0.33","0.16","0.47","0.38","0.41","6","YES","NO","YES","YES","YES","NO","YES","NO","YES","NO","5","10","10","10","0","0","0","0","0","NO","NO","YES","NO","YES","YES","NO","PPT"
"Belgium","Mexico","Amended by MLI","2017","2024","In Force","0.5","0.28","0.59","0.63","0.59","6","YES","6","YES","YES","NO","YES","YES","YES","YES","NO","0","10","10","10","5","10","10","10","0","YES","YES","NO","NO","YES","NO","YES","PPT"
"Belgium","Pakistan","Amended by MLI","2017","2022","In Force","0.59","0.54","0.59","0.63","0.59","6","YES","3","YES","YES","YES","NO","YES","YES","YES","NO","10","20","NO LIMIT","15","15","20","0","20","0","NO","YES","YES","YES","NO","NO","NO","PPT"
"Belgium","Senegal","Amended by MLI","2017","2023","In Force","0.54","0.51","0.97","0.13","0.53","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","16","","16","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","YES","PPT"
"Belgium","Seychelles","Amended by MLI","2017","2023","In Force","0.27","0.25","0.44","0.13","0.24","12","YES","6","YES","YES","NO","YES","NO","NO","NO","NO","5","10","15","10","0","5","5","5","0","NO","NO","NO","NO","YES","NO","YES","PPT"
"Belgium","South Africa","Amended by MLI","2017","2023","In Force","0.19","0.25","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","0","0","0","0","NO","NO","YES","NO","NO","NO","YES","PPT"
"Belgium","Tunisia","Amended by MLI","2018","2024","In Force","0.49","0.49","0.59","0.38","0.53","6","YES","NO","YES","YES","YES","YES","YES","NO","YES","NO","5","10","15","10","5","11","11","11","11","NO","YES","YES","NO","NO","NO","NO","PPT"
"Belgium","Ukraine","Amended by MLI","2018","2020","In Force","0.31","0.24","0.31","0.38","0.29","12","NO","NO","YES","YES","YES","NO","YES","NO","YES","NO","5","20","15","10","2","0","10","0","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Belgium","Vietnam","Amended by MLI","2022","2024","In Force","0.7","0.63","0.84","0.63","0.76","6","YES","6","NO","NO","YES","NO","YES","YES","YES","NO","5","50","15","10","10","15","15","15","15","YES","YES","YES","NO","NO","NO","YES","PPT"
"Belgium","Thailand","Amended by MLI","2022","2023","In Force","0.42","0.55","0.47","0.25","0.35","6","NO","NO","YES","YES","YES","YES","YES","NO","NO","YES","15","25","NO LIMIT","25","10","15","5","15","0","NO","NO","NO","NO","YES","NO","YES","PPT"
"Benin","Norway","Original","1979","1979","In Force","0.23","0.48","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","18","","18","25","25","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Benin","France","Original","1975","1977","In Force","0.43","0.5","0.63","0.17","0.4","0","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","0","0","0","0","","","YES","NO","NO","NO","YES","NA"
"Benin","Morocco","Original","2019","2023","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Burkina Faso","Benin","Multilateral","2008","2010","In Force","0.49","0.5","0.59","0.38","0.47","6","NO","NO","NO","NO","YES","YES","NO","YES","YES","NO","10","","10","15","15","15","15","15","0","YES","NO","NO","NO","NO","NO","YES","NA"
"Bermuda","Seychelles","Original","2012","2013","In Force","0.33","0.28","0.34","0.38","0.41","6","YES","3","YES","YES","NO","NO","NO","NO","YES","NO","0","","NO LIMIT","5","0","5","5","5","5","YES","NO","NO","NO","YES","NO","NO",""
"Bhutan","India","Original","2013","2015","In Force","0.66","0.5","0.98","0.5","0.76","4","YES","4","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","NO","NO","YES","NO","YES","PPT"
"Bolivia","Sweden","Original","1994","1996","In Force","0.27","0.47","0.22","0.13","0.18","6","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","25","15","15","15","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","OTHER"
"Bolivia","United Kingdom","Original","1994","1996","In Force","0.3","0.56","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Bolivia","France","Original","1994","1997","In Force","0.31","0.56","0.11","0.25","0.19","6","NO","NO","YES","","NO","NO","NO","NO","NO","NO","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Bolivia","Spain","Original","1997","1999","In Force","0.22","0.47","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","15","15","15","0","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bolivia","Germany","Amended by protocol","1993","1991","In Force","0.3","0.56","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","15","15","15","15","0","NO","YES","YES","NO","NO","NO","NO","NA"
"Bosnia and Herzegovina","Sri Lanka","Pre-independence","1985","1987","In Force","0.45","0.41","0.58","0.38","0.44","9","NO","9","NO","NO","YES","NO","NO","NO","NO","YES","12.5","","12.5","10","10","10","10","10","0","NO","YES","YES","NO","NO","NO","NO","NA"
"Bosnia and Herzegovina","Sweden","Pre-independence","1980","1982","In Force","0.1","0.13","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bosnia and Herzegovina","Italy","Pre-independence","1982","1986","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bosnia and Herzegovina","Germany","Pre-independence","1987","1989","In Force","0.12","0.17","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","","","","0","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bosnia and Herzegovina","Moldova","Original","2003","2005","In Force","0.43","0.34","0.7","0.25","0.44","9","YES","3","NO","NO","NO","YES","NO","NO","YES","NO","5","25","10","10","10","10","10","10","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Bosnia and Herzegovina","Montenegro","Pre-independence","2004","2006","In Force","0.26","0.34","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Bosnia and Herzegovina","Turkey","Original","2005","2009","In Force","0.23","0.38","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bosnia and Herzegovina","Czechia","Original","2007","2011","In Force","0.17","0.19","0.31","0","0.12","12","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","","5","0","0","10","10","10","0","NO","NO","NO","NO","NO","NO","NO","NA"
"Bosnia and Herzegovina","Spain","Original","2008","2011","In Force","0.15","0.27","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","20","10","7","7","7","7","7","0","YES","NO","NO","NO","NO","NO","NO","OTHER"
"Bosnia and Herzegovina","North Macedonia","Original","2013","2015","In Force","0.23","0.38","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bosnia and Herzegovina","Romania","Original","2016","2019","In Force","0.19","0.24","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","7","7","5","5","5","0","YES","NO","NO","NO","NO","NO","YES","NA"
"Bosnia and Herzegovina","Norway","Amended by protocol","2008","2009","In Force","0.21","0.31","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","0","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bosnia and Herzegovina","China","Amended by MLI","2019","2023","In Force","0.38","0.38","0.34","0.43","0.38","6","NO","6","YES","YES","NO","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","","YES","YES","NO","YES","NO","NO","PPT"
"Bosnia and Herzegovina","Croatia","Amended by MLI","2019","2022","In Force","0.26","0.34","0.19","0.25","0.18","12","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","Cyprus","Amended by MLI","2019","2021","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","Finland","Amended by MLI","2019","2021","In Force","0.19","0.25","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","0","0","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","France","Amended by MLI","2019","2021","In Force","0.19","0.13","0.19","0.25","0.18","12","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","15","0","0","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","Greece","Amended by MLI","2019","2022","In Force","0.23","0.38","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","Ireland","Amended by MLI","2019","2021","In Force","0.1","0","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","Jordan","Amended by MLI","2019","2021","In Force","0.71","0.53","0.72","0.88","0.82","6","YES","6","YES","YES","YES","YES","YES","YES","YES","NO","5","25","10","10","10","10","10","10","15","YES","YES","YES","YES","YES","NO","NO","PPT"
"Bosnia and Herzegovina","Malaysia","Amended by MLI","2019","2022","In Force","0.4","0.44","0.44","0.33","0.4","12","YES","NO","YES","YES","YES","NO","YES","NO","NO","NO","5","20","10","10","10","8","8","8","10","","","YES","NO","YES","NO","NO","PPT"
"Bosnia and Herzegovina","Netherlands","Amended by MLI","2019","2021","In Force","0.14","0.25","0.03","0.13","0.06","18","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","0","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","Hungary","Amended by MLI","2019","2022","In Force","0.13","0.25","0","0.13","0.06","24","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","0","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","Pakistan","Amended by MLI","2019","2022","In Force","0.55","0.56","0.34","0.75","0.53","6","YES","NO","YES","YES","NO","NO","YES","YES","NO","NO","10","","10","20","20","15","15","15","0","YES","YES","YES","YES","YES","NO","NO","PPT"
"Bosnia and Herzegovina","Poland","Amended by MLI","2019","2021","In Force","0.27","0.38","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","NO","NO","YES","NO","NO","PPT"
"Bosnia and Herzegovina","Qatar","Amended by MLI","2019","2021","In Force","0.3","0.18","0.34","0.38","0.35","6","YES","NO","YES","YES","NO","YES","NO","NO","NO","NO","0","","0","7","7","7","7","7","0","NO","NO","YES","YES","YES","NO","NO","PPT"
"Bosnia and Herzegovina","Serbia","Amended by MLI","2019","2021","In Force","0.3","0.34","0.31","0.25","0.24","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","Slovakia","Amended by MLI","2019","2021","In Force","0.23","0.25","0.19","0.25","0.18","12","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","15","0","0","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","Slovenia","Amended by MLI","2019","2021","In Force","0.23","0.24","0.31","0.13","0.18","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","10","7","7","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","United Arab Emirates","Amended by MLI","2019","2021","In Force","0.16","0.16","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","0","0","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Bosnia and Herzegovina","United Kingdom","Amended by MLI","2019","2021","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Botswana","Zambia","Original","2013","2015","In Force","0.6","0.45","0.84","0.5","0.71","6","YES","6","NO","NO","YES","YES","NO","NO","YES","NO","5","25","7","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","YES","NA"
"Botswana","Zimbabwe","Original","2004","2008","In Force","0.6","0.47","0.97","0.38","0.71","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","5","25","10","10","10","10","10","10","10","NO","NO","YES","NO","YES","NO","YES","NA"
"Botswana","Czechia","Original","2019","2021","In Force","0.55","0.3","0.97","0.38","0.71","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","5","","5","7.5","0","7.5","7.5","7.5","7.5","YES","YES","NO","NO","NO","NO","NO","OTHER"
"Botswana","Russia","Original","2003","2010","In Force","0.6","0.47","0.84","0.5","0.71","6","YES","6","NO","NO","YES","NO","YES","NO","YES","NO","5","25","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","YES","NA"
"Botswana","Seychelles","Original","2004","2006","In Force","0.59","0.44","0.84","0.5","0.71","6","YES","6","NO","NO","YES","YES","NO","NO","YES","NO","5","25","10","7.5","7.5","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","NA"
"Botswana","United Kingdom","Original","2005","2007","In Force","0.51","0.45","0.59","0.5","0.59","6","YES","6","NO","NO","NO","NO","NO","NO","YES","NO","5","25","12","10","10","10","10","10","7.5","YES","NO","YES","NO","YES","NO","NO","OTHER"
"Botswana","India","Original","2006","2008","In Force","0.69","0.48","0.97","0.63","0.82","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","7.5","25","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","NA"
"Botswana","Lesotho","Original","2010","2020","In Force","0.63","0.53","0.84","0.5","0.71","6","YES","6","NO","NO","YES","YES","NO","NO","YES","NO","10","25","15","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","YES","NA"
"Botswana","China","Original","2012","2018","In Force","0.28","0.28","0.31","0.25","0.29","12","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","","5","7.5","7.5","5","5","5","5","YES","NO","YES","NO","NO","NO","YES","NA"
"Botswana","Ireland","Original","2014","2016","In Force","0.31","0.33","0.22","0.38","0.35","6","NO","6","YES","YES","NO","NO","NO","NO","YES","NO","5","","5","7.5","7.5","7.5","7.5","5","7.5","YES","NO","YES","NO","NO","NO","YES","NA"
"Botswana","Malta","Original","2017","2018","In Force","0.4","0.35","0.47","0.38","0.47","6","YES","6","YES","YES","NO","YES","NO","NO","YES","NO","5","25","6","8.5","8.5","7.5","7.5","5","7.5","YES","NO","YES","NO","NO","YES","YES","NA"
"Botswana","Luxembourg","Original","2018","2021","In Force","0.32","0.38","0.47","0.13","0.35","6","YES","6","YES","YES","NO","YES","NO","NO","YES","NO","5","25","10","7.5","7.5","7.5","7.5","7.5","7.5","NO","NO","NO","NO","NO","NO","YES","PPT"
"Botswana","United Arab Emirates","Original","2018","2018","In Force","0.53","0.33","0.7","0.57","0.66","9","YES","6","YES","YES","YES","YES","YES","NO","YES","","5","10","7.5","7.5","7.5","7.5","7.5","7.5","5","YES","NO","YES","NO","YES","NO","NO","NA"
"Botswana","France","Amended by protocol","2017","2018","In Force","0.43","0.45","0.34","0.5","0.47","6","YES","6","YES","YES","NO","NO","NO","NO","YES","NO","5","25","12","10","10","10","10","10","7.5","YES","NO","YES","NO","YES","NO","NO","NA"
"Botswana","Sweden","Amended by protocol","2013","2016","In Force","0.59","0.56","0.72","0.5","0.59","6","YES","NO","NO","NO","YES","NO","YES","NO","YES","NO","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","OTHER"
"Botswana","South Africa","Amended by protocol","2013","2016","In Force","0.54","0.53","0.84","0.25","0.59","6","YES","6","NO","NO","YES","YES","NO","NO","YES","NO","10","25","15","10","10","10","10","10","10","NO","NO","NO","NO","YES","NO","YES","NA"
"Botswana","Mauritius","Amended by protocol","2015","2020","In Force","0.54","0.54","0.84","0.25","0.59","6","YES","6","NO","NO","YES","NO","YES","NO","YES","NO","5","25","10","12","12","12.5","12.5","0","15","NO","NO","YES","NO","NO","NO","NO","NA"
"Brazil","Philippines","Original","1983","1992","In Force","0.63","0.78","0.47","0.63","0.59","6","NO","NO","NO","NO","NO","YES","NO","NO","YES","YES","15","","25","15","15","15","15","15","15","NO","YES","YES","NO","YES","NO","NO","NA"
"Brazil","France","Original","1971","1973","In Force","0.4","0.54","0.22","0.43","0.31","6","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","15","","15","15","15","15","10","15","0","YES","YES","YES","NO","","NO","NO","NA"
"Brazil","Spain","Original","1974","1976","In Force","0.48","0.73","0.22","0.5","0.41","6","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","15","","15","15","15","15","10","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Sweden","Original","1975","1976","In Force","0.43","0.56","0.22","0.5","0.35","6","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","15","","15","15","15","15","15","15","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Italy","Original","1978","1982","In Force","0.49","0.75","0.22","0.5","0.41","6","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Luxembourg","Original","1978","1981","In Force","0.44","0.78","0.22","0.33","0.33","6","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","15","10","25","15","15","15","15","15","15","","","YES","NO","YES","NO","NO","NA"
"Brazil","Ecuador","Original","1983","1988","In Force","0.48","0.75","0.19","0.5","0.35","12","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Canada","Original","1984","1986","In Force","0.5","0.78","0.22","0.5","0.41","6","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","15","10","NO LIMIT","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Hungary","Original","1986","1991","In Force","0.45","0.75","0.09","0.5","0.35","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Czechia","Pre-independence","1986","1991","In Force","0.45","0.75","0.09","0.5","0.35","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Slovakia","Pre-independence","1986","1991","In Force","0.45","0.75","0.09","0.5","0.35","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Netherlands","Original","1990","1992","In Force","0.49","0.75","0.22","0.5","0.41","6","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","China","Original","1991","1994","In Force","0.57","0.75","0.47","0.5","0.53","6","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
